bootstrap_id,analysis,method,feature_set,metric,boot_mean_rho,n_runs
29,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.17484504132231407,25
29,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.17425619834710745,25
29,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.17804752066115703,25
29,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.3102789256198348,25
29,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.3402272727272728,25
30,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.2821669031342707,25
30,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.19834902618341294,25
30,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.2203998452212047,25
30,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.16136721269186122,25
30,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.17257319747194635,25
30,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.23220430800980268,25
30,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,-0.04924545337288792,25
30,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.08581452341029282,25
30,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.13347607377789245,25
31,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.3332404540763674,25
31,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.33759545923632617,25
31,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.29363261093911247,25
31,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.21984520123839013,25
31,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.3391228070175439,25
31,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.39893704850361195,25
31,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.040206398348813205,25
31,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.07862745098039214,25
31,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.2520020639834881,25
32,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.22497032258064514,25
32,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.30581677419354836,25
32,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.44704,25
32,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.2038090322580645,25
32,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.23780129032258063,25
32,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.3844129032258065,25
32,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.15286709677419355,25
32,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.20604903225806448,25
32,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.17684645161290324,25
33,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.4095129828187573,25
33,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.3805348146234337,25
33,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.2524893424622142,25
33,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.14980493476295054,25
33,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.13077896912543602,25
33,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.2231804676398398,25
33,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,-0.06459630538690092,25
33,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,-0.024301769797183827,25
33,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.06143392326572795,25
34,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.3065256095987614,25
34,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.23225390272222934,25
34,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.48419558766610754,25
34,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,-0.16348342149400075,25
34,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,-0.10976132111985548,25
34,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.1124654883240872,25
34,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,-0.14656689459424588,25
